(Burst #:Message #),NTP Timestamp
(0:0),2208988800
(0:1),3856050176.724
(0:2),3856050176.724
(0:3),3856050176.724
(0:4),3856050176.724
(0:5),3856050176.724
(0:6),3856050176.724
(0:7),3856050176.724
(10:0),2208988800
(10:1),3856050216.7460003
(10:2),3856050216.7460003
(10:3),3856050216.7460003
(10:4),3856050216.7460003
(10:5),3856050216.7460003
(10:6),3856050216.7460003
(10:7),3856050216.7460003
(11:0),2208988800
(11:1),3856050220.75
(11:2),3856050220.75
(11:3),3856050220.75
(11:4),3856050220.75
(11:5),3856050220.75
(11:6),3856050220.75
(11:7),3856050220.75
(12:0),2208988800
(12:1),3856050224.7539997
(12:2),3856050224.7539997
(12:3),3856050224.7539997
(12:4),3856050224.7539997
(12:5),3856050224.7539997
(12:6),3856050224.7539997
(12:7),3856050224.7539997
(13:0),2208988800
(13:1),3856050228.758
(13:2),3856050228.758
(13:3),3856050228.758
(13:4),3856050228.758
(13:5),3856050228.758
(13:6),3856050228.758
(13:7),3856050228.758
(14:0),2208988800
(14:1),3856050232.758
(14:2),3856050232.758
(14:3),3856050232.758
(14:4),3856050232.758
(14:5),3856050232.758
(14:6),3856050232.758
(14:7),3856050232.758
(1:0),2208988800
(1:1),3856050180.722
(1:2),3856050180.722
(1:3),3856050180.722
(1:4),3856050180.722
(1:5),3856050180.722
(1:6),3856050180.722
(1:7),3856050180.722
(2:0),2208988800
(2:1),3856050184.726
(2:2),3856050184.726
(2:3),3856050184.726
(2:4),3856050184.726
(2:5),3856050184.726
(2:6),3856050184.726
(2:7),3856050184.726
(3:0),2208988800
(3:1),3856050188.726
(3:2),3856050188.726
(3:3),3856050188.726
(3:4),3856050188.726
(3:5),3856050188.726
(3:6),3856050188.726
(3:7),3856050188.726
(4:0),2208988800
(4:1),3856050192.73
(4:2),3856050192.73
(4:3),3856050192.73
(4:4),3856050192.73
(4:5),3856050192.73
(4:6),3856050192.73
(4:7),3856050192.73
(5:0),2208988800
(5:1),3856050196.734
(5:2),3856050196.734
(5:3),3856050196.734
(5:4),3856050196.734
(5:5),3856050196.734
(5:6),3856050196.734
(5:7),3856050196.734
(6:0),2208988800
(6:1),3856050200.738
(6:2),3856050200.738
(6:3),3856050200.738
(6:4),3856050200.738
(6:5),3856050200.738
(6:6),3856050200.738
(6:7),3856050200.738
(7:0),2208988800
(7:1),3856050204.738
(7:2),3856050204.738
(7:3),3856050204.738
(7:4),3856050204.738
(7:5),3856050204.738
(7:6),3856050204.738
(7:7),3856050204.7390003
(8:0),2208988800
(8:1),3856050208.741
(8:2),3856050208.741
(8:3),3856050208.742
(8:4),3856050208.742
(8:5),3856050208.742
(8:6),3856050208.742
(8:7),3856050208.742
(9:0),2208988800
(9:1),3856050212.742
(9:2),3856050212.742
(9:3),3856050212.742
(9:4),3856050212.742
(9:5),3856050212.742
(9:6),3856050212.742
(9:7),3856050212.742
